url,label
https://ebonneco.ipower.com/tron/,1
http://ciscospark.com,0
http://sassa.gov.za,0
https://q-r.to/bfcY08,1
https://q-r.to/bff49Y,1
http://pub-15c3d7b5b3974a70b09b5a3193b007b9.r2.dev/ffdd.html,1
http://syr-whistler.com,1
https://docs.google.com/presentation/d/e/2PACX-1vS5drMzhoOQRyuJMmpoE6sV-bJF5_kbZ6i8o_vaQqDwv3nUPaFfn6QhPmJOgSbOf1E_OqyqC7G24cQJ/pub?start=false&loop=false&delayms=3000&slide=id.p,1
https://qrco.de/bfPfzS,1
http://fortnite.gg,0
https://brandywinenutritiononline.com/posta.atauni.edu.tr/index.htm,1
https://michopy28275.emlnk.com/lt.php?x=3TxtmrUFUqPUT55qA1cwdyir~36pzOo4p_Zhgq0_UoeiIaGczQU5UeB4PaWXj.~xnuVAYk,1
https://servicebtredirect.my.canva.site/,1
https://4368-id-webmail-auth.weebly.com/,1
https://xn--uth-umh-es-g4a.weebly.com/,1
https://upouldhwlt15alinedias.azurewebsites.net,1
https://webmailfinbox.wixsite.com/frmsorange,1
https://infoattyjuylkjhgtyillukjhyg5ltoyilkjhuyhg.weebly.com/,1
https://pub-880d5bbf61954785829057cb61bc9c95.r2.dev/sewa2crypt-n.html,1
https://l.ead.me/bfK4Pv,1
http://proof-dns.com,0
https://currently62384.weebly.com/,1
https://fenohebnpapp.web.app/,1
https://nyagwasergj.web.app/,1
https://docs.google.com/presentation/d/e/2PACX-1vTqolPHUZkrw2p1988VW_V0WBaGxgq7AKMjIDL5zFcaMGey2mruamZkEudAaet6zj6UyPd4ZZXBvdc3/pub?start=false&amp;loop=false&amp;delayms=3000&amp;slide=id.p,1
https://help-content-sso-ledger.webflow.io/,1
https://www.uiofnm-co-jp.com/login,1
https://linktr.ee/btconnectinfo,1
https://ipfs.io/ipfs/QmdEWZxmZRH3VUE6iAKZD1bNMqyXYuEdp4z3Jn83veRP8F,1
https://q-r.to/bfN9SS,1
http://nidw.gov.bd,0
http://shaalaa.com,0
https://eqhvb-98ffe.firebaseapp.com/,1
http://dingtalk.com,0
http://allegrolokalnie.pl-47389763468934.cyou,1
https://sites.google.com/view/automatisches-update-/home,1
https://attserices.weebly.com/,1
https://away.vk.com/away.php?rh=e5f97468-9dad-432e-b44f-d11d820f5eaf,1
https://group-private-gay-fun.7s.com.tr/flz,1
https://docs.google.com/presentation/d/e/2PACX-1vQLNUXGTfaVr3mCD6G4RA_HyqsTbVIja8lPzfZBndEi6HZhMqirGsY3-gZ8JC-Fke8mTRQarvP1yPJD/pub?start=false&loop=false&delayms=3000&slide=id.p,1
https://greenguide-assets-sg.s3.ap-southeast-1.amazonaws.com/f3d29b3f-638b-4fa1-a26b-c2152b8afea3.html,1
https://att-mail-101386.weeblysite.com/,1
https://my-sso----itrustcapital-com-cdn-k-autth.webflow.io/,1
http://4kporn.xxx,0
https://servicerbtlookout.weeblysite.com/,1
https://docs.google.com/presentation/d/e/2PACX-1vTx_PAMm7XD7IhwM7g6SW3_OVLUV_z_DVIF-A0EJtmQaNDEPOQsnB2FL9HSnid6iSgpKFT9j2Mku4nD/pub?start=false&amp;loop=false&amp;delayms=3000,1
https://bit.ly/3QGcugP,1
https://indd.adobe.com/view/e557267b-06f2-451f-a153-8e239e2fc689,1
https://help-trizzurru-b-ridge.webflow.io/,1
http://chartbeat.net,0
https://rosenaf.wixsite.com/my-site,1
https://pub-614b6a8544664ad7845f0c49488560a3.r2.dev/bins.htm,1
http://plutotv.net,0
https://sso-ldger-start.webflow.io/,1
https://bafkreiejx7gqbqluzrin4xiv6u3kryvshbh7rrd35fxkjosidqpsdawpda.ipfs.flk-ipfs.xyz/,1
http://rogers.com,0
https://suite-io-docs-trzor.webflow.io/,1
https://com-tracking-usxxxb.cc/,1
https://forologikespplirofories.web.app/,1
https://sites.google.com/view/we-transfer-104b/accueil,1
http://pub-aa6e049d06064448bac810e815378414.r2.dev/index.html,1
https://com-xiifaq.vip/,1
https://q-r.to/bfYgS6,1
http://freevideo.cz,0
https://vfygpfcu.weebly.com/,1
http://autogidas.lt,0
https://pub-bf773cfe2d324344b029934dc51cb61a.r2.dev/gen.html,1
https://toithatbaicmnrhuhu.start.page/,1
http://jogemoa.com,0
https://sites.google.com/view/x494/,1
https://caseid100345879345734895.firebaseapp.com/,1
https://com-xiiibb.vip/,1
https://jemi.so/j6b8i01,1
https://somdoi.pages.dev/,1
https://www.evernote.com/shard/s462/client/snv?isnewsnv=true&noteGuid=a48c34b6-d401-7d8a-b659-5e407bdf8901&noteKey=03of0tFbZkgG7TWKxEkNiDcKh-QFBaBIMJItQ3md2NTwDDeVPwDT41hFrg&sn=https%3A%2F%2Fwww.evernote.com%2Fshard%2Fs462%2Fsh%2Fa48c34b6-d401-7d8a-b659-5e407bdf8901%2F03of0tFbZkgG7TWKxEkNiDcKh-QFBaBIMJItQ3md2NTwDDeVPwDT41hFrg&title=.,1
https://tinyurl.com/26fxy3aa/index.php?email=noc@noc.com,1
https://t.me/usainternalrevenueservices,1
https://cpanel-webmail-w968fqbxmq.pages.dev/,1
https://inyfyagricoles.firebaseapp.com/,1
https://uminac.weebly.com/,1
https://sdgvsdvsdvs.blogspot.com/,1
https://registration-serv.info/pac/calcul.php,1
https://com-tracking-usxxr.cc/,1
https://ea61d4d9.413i336d632m5z8hznelz6q519fo2hs21x1ef.pages.dev,1
http://venmo.com,0
https://docs.google.com/presentation/d/e/2PACX-1vS5WuM1lMT9rOJG71vtJs1YPScQp26E4Si4zTu6RhnbiT4rOO2AxWS67QW7DNkuEK0fndxIhDTlyyhX/pub?start=false&amp;loop=false&amp;delayms=3000,1
http://yastatic.net,0
https://docs.google.com/presentation/d/e/2PACX-1vTTJ55NegmW7dN_WwTQD9VxQaUCVarklIqJ9hsLkPgpIcQyNBi7b-dbcIKu6stCGw2-kLZKNBpxjXR2/pub?start=false&amp;loop=false&amp;delayms=3000,1
https://l.ead.me/bfETbh,1
https://qrco.de/bfOUxk,1
https://amazing-blockifi-loggin.webflow.io/,1
https://olwkw.weebly.com/,1
https://ijemimaiomli.firebaseapp.com/,1
https://rackspacenotificationcenter.weebly.com/,1
https://thetollroads-paytollxtj.world/,1
https://ujjmxddsweolkijh.weebly.com/,1
https://helpcenter-businessmanagement-report.pages.dev/,1
https://sites.google.com/view/aktualisiere-dein-gm/home,1
https://thetollroads-paytollaxsi.xin/,1
https://feg-token-auth.web.app/connection-module/index.html,1
https://docs.google.com/presentation/d/e/2PACX-1vSrLV-pxuzWDuPDcbmaiHD8sHYoMnwgWQfCxQCmcw_HuQLYEajs3gFGrtGnMBBjUocB-HgDXqqyTloL/pub?start=false&amp;loop=false&amp;delayms=3000,1
https://tinyurl.com/39u6kbz6,1
https://www.shacksign.com,1
https://sites.google.com/view/protection-center?re&amp;ct=t&amp;mc_cid=j1n22dXQ5FqD&amp;mc_eid=950277565101579,1
https://docs.google.com/presentation/d/e/2PACX-1vT25Vq9-y2CiamsqTf6OR8kaYL53TH2S6y-6zCA3_ZFQX582x_jdol2jhuWBYO0KtgvNpd1cc-fqPsT/pub?start=false&amp;loop=false&amp;delayms=3000,1
https://linktr.ee/digitalpontinhos,1
https://share.ebforms.com/form-preview?token=5930115022716928-6311783231389696,1
https://docs.google.com/presentation/d/1z1-qC-LYA63gFHTg9XZpk7gPUe_OqIKPQy8g6BK8RLo/edit?usp=sharing,1
https://rem128201.webflow.io/,1
http://lllld.ukit.me/,1
https://miseenjourservicedigit2023.firebaseapp.com/,1
https://l.wl.co/l?u=https://qr-codes.io/KP27o9,1
https://q-r.to/bfRFBZ,1
https://www.dropbox.com/scl/fi/74lcki5ejseaq4qpx53um/WELCOME-TO-YOUR-BT-MAIL.paper?dl=0&rlkey=wcklpq3vlqzwjiitd8o21q53o,1
https://docs.google.com/presentation/d/e/2PACX-1vS_hn965l6xvCK63VXALSpXP-POO9jONyy-7syVToi5v7acjKpTly00hcpkRT77EMKcpQupMIQ7qa4V/pub?start=false&amp;loop=false&amp;delayms=3000&amp;slide=id.p,1
https://t.co/UkaWaUpprH,1
https://info-suivie.fr/index.php,1
https://leads.imagineautos.com/storage/mail/webmailbeta.aruba.it/service.client_mail/aruba.mailbox_user.myAccount_access/accedi/update_additional.htm,1
https://merezrr.web.app/,1
https://thetollroads.com-fastrakea.xin/,1
https://bt-email-update.daftpage.com/,1
https://docs.google.com/presentation/d/e/2PACX-1vSKzol-6WMEo3UNgiDgTu250CiVlOwfOWySrn-KOBLQ2QowA6ZeNn-fr1KYX51NPZROP5NurNMCBGyI/pub?start=false&loop=false&delayms=3000&slide=id.p,1
https://metafb-c7517ar.web.app/,1
https://docs.google.com/presentation/d/1OOWTrZoQvGCU9fTJGuywCJIIqKiZnC_FnWqEEQDMrrU/edit,1
https://tiziprince.github.io/vanomiks/,1
http://nexon.com,0
https://mnms89.wixsite.com/my-site,1
https://bit.ly/4gEYs9E,1
https://roundcube000mondy01.web.app/,1
https://q-r.to/bfInzq,1
https://dpd.zamow.cloud/payu/transfer,1
https://onliixwolinecconlieeonlinexxon.godaddysites.com/,1
https://onlineattmailupgrade.weebly.com/,1
https://os.privacy.onos.sysystems.aldeasisal.com.mx/aps/index.html,1
https://usa--trezsuitee.webflow.io/,1
https://ezdrive.com-sxkq.xin/,1
https://docs.google.com/presentation/d/e/2PACX-1vS3WAD7cmbDC_RmeUmYppV_C4zmH3CtCuBRudnjGpVd3GYsy4U2gsHz1G3SIi4e88K3K44cdgHyqW9y/pub?start=false&amp;loop=false&amp;delayms=3000,1
https://share.hsforms.com/1hzNSdc7PQ7G3SXsQ1dFbhAsmw2v,1
https://q-r.to/bfNwXg,1
https://ezdrive.com-tyku.xin/,1
"https://www.adsensecustomsearchads.com/afs/ads?adtest=off&psid=3113057640&pcsa=false&channel=pid-bodis-gcontrol202,pid-bodis-gcontrol97,pid-bodis-gcontrol317,pid-bodis-gcontrol151,pid-bodis-gcontrol470&client=dp-bodis31_3ph&r=m&hl=fr&ivt=0&rpbu=http://mvorg3.hyperphp.com?caf&i=1&max_radlink_len=50&type=3&uiopt=false&swp=as-drid-2894319533101138&oe=UTF-8&ie=UTF-8&fexp=21404,17301383,17301421,17301437,17301439,17301442,71847095&client_gdprApplies=1&format=r3&nocache=751709746254933&num=0&output=afd_ads&domain_name=mvorg3.hyperphp.com&v=3&bsl=8&pac=0&u_his=2&u_tz=60&dt=1709746254934&u_w=800&u_h=600&biw=1920&bih=1080&psw=1920&psh=972&frm=0&uio=-&cont=rs&drt=0&jsid=caf&jsv=610814804&rurl=http://mvorg3.hyperphp.com/?i=1",1
http://43.134.167.94/v3/signin/identifier?dsh=S-1778207757:1678993219205416&amp;continue=https://accounts.google.com/?&amp;xrealip=149.56.153.180&amp;followup=https://accounts.google.com/?&amp;xrealip=149.56.153.180&amp;ifkv=AWnogHeNgMYK-oMW_UPZs8CFoldZNPJ2VFOnSOoib8v_9O9IUMxhWuuvnn0Dc3B9pbCZqXejPvMG&amp;passive=1209600&amp;xrealip=149.56.153.180&amp;flowName=GlifWebSignIn&amp;flowEntry=ServiceLogin,1
https://pub-2ec88b398a6342d594d53a33ff0e4885.r2.dev/index.html,1
https://docs.google.com/presentation/d/e/2PACX-1vST_l7fvnuO5MxZ4fpC-YPWzrpTrXqiiM3qn9fhF2Oepb4uJQ-TWtRLfVKHwBl_K11MugA3JG8GTDFV/pub?start=false&loop=false&delayms=1000&slide=id.p,1
https://maildhdn474.weebly.com/,1
http://nic.ru,0
https://jpya1r.webwave.dev/,1
https://my-site-103549.weeblysite.com/,1
https://l.ead.me/bfPNKR,1
http://parcelsapp.com,0
https://pub-4d9227fd998e4f0fac1e884a1eaebc5b.r2.dev/index.html,1
https://sweepstakes791.godaddysites.com/,1
http://short-terabyte-flat.on-fleek.app/obycaifotgnfxgg5.html,1
https://ezdrivema.com-lei.xin/,1
http://stickyadstv.com,0
https://docs.google.com/presentation/d/e/2PACX-1vQZ3mMjWlyxxYVGIw-WWcjUfZYCx1PYahf72m2SXHgp__vB2WOgR2SofFfgdsqBr7V0_JGYVXcE1nw1/pub?start=false&amp;loop=false&amp;delayms=3000,1
https://qrco.de/bfQ0R2,1
https://taedlsw.weebly.com/,1
https://new.express.adobe.com/webpage/HVhoMwGqlTd2K,1
https://t.co/4WEgHtybEg,1
https://qrco.de/bfJQl3,1
https://thetollroads-paytollszsu.xin/,1
https://ezdrivema.com-lij.xin/,1
https://appuuser87acept.start.page/,1
https://pub-973322c296624eeeb125fa19d80d93c3.r2.dev/webase90987.html,1
https://thetollroads-tollevasioncgn.xin/,1
http://techopedia.com,0
https://mass.org-payyourbille.life/,1
http://creativhelp.de/l/p/,1
http://tinyurl.com/bperareautenti,1
https://q-r.to/bfQaSh,1
https://cv32.eu/wIRL,1
http://treehugger.com,0
https://docs.google.com/presentation/d/e/2PACX-1vRCzZP3UDxbQvgjFyqSsyKEXeYhHF7Evq7eciMH4Oq0i4FvlRjU24PLJzSrNw6wIxaknB2oW9Q0HZz5/pub?start=false&amp;loop=false&amp;delayms=3000,1
http://fastly-masque.net,0
https://ptt-gov-m.top/,1
https://connect-web-trezzr-start.webflow.io/,1
https://gtcontientals.webcindario.com,1
https://ezdrive.com-hhth.xin/,1
https://starvision.pages.dev,1
https://thetollroads-paytollscuk.xin/,1
https://att-105249.weeblysite.com/,1
https://elementingstore.web.app/,1
https://pub-eeea8d43d69b425aac2140009ecbbac5.r2.dev/icann-orndblk/st-or-hom.html,1
https://dennis-barnes.wixsite.com/xcvb,1
https://pub-162a9c6132154263b7ace17a8b681143.r2.dev/index.html,1
https://docs.google.com/presentation/d/e/2PACX-1vRsBegcuWw5UKXBe-K9t360y1zbM_WJk-7o40hHMPIegdkUoq9H8DPrujch3e8jcIxSEHUrS12SJr8T/pub?start=false&loop=false&delayms=3000&slide=id.p,1
http://dns.br,0
http://24ur.com,0
https://pub-23bcc85044aa4f5f840f2cf1efc723e5.r2.dev/index.html,1
https://bit.ly/4cAQug2,1
https://century2022update.weebly.com/,1
https://docs.google.com/presentation/d/e/2PACX-1vRT4slwWRZqvEaYPY7SpPo632OoATWKEyO1x3zcTrhQ3UPl9mvqkYmCZrJyWE8uDXPgNwl9ZLbeWlA6/pub?start=false&amp;loop=false&amp;delayms=3000,1
http://travelocity.com,0
http://site9610776.92.webydo.com/,1
https://djwamps1.wixsite.com/my-site,1
https://sites.google.com/view/currently-update12/update,1
https://tinyurl.com/9876YUHJKH,1
http://newburycafe.co.za/Webmail/19/Webmail/webmail.php,1
https://deuba-aktionscenter.com/,1
http://case-id-1000228279686.counselschambers.co.uk/,1
http://news102.ru,0
https://txtag.org-zjsbl.vip/,1
https://businessottawoldfr.firebaseapp.com/,1
https://34567ytr45678.weebly.com/,1
https://t.co/BdJBym3kpp,1
https://bt-102894.weeblysite.com/,1
https://l.ead.me/bfT2Tf,1
https://trfreeeerackspace.weebly.com/,1
https://allegrolokalnie.kategorie-urzadzenia-34h98f32342.shop/,1
https://pub-8d8eee05d52443f2bde1d45cd7a3e37f.r2.dev/linkedNN.html,1
https://home-103222-109153.weeblysite.com/,1
https://view.forms.app/fuyfgvu/untitled-form,1
https://acountverifmeta.start.page/,1
https://t.co/H72a3Uwzzu,1
https://btvrecord.onepage.me/,1
https://e-zpassny.com-ticketpz.xin/,1
https://docs.google.com/presentation/d/e/2PACX-1vSTtvmX3XDgpzApk2n7SxGaFo7VKX9WaEO9UI_Jg1Abo31PchThfKoCMn9_e2bYF-fG__uhS9_B3pco/pub?start=false&loop=false&delayms=3000,1
https://pub-149d4d9c6d584b858c08016d778c9c30.r2.dev/index.html,1
https://kdostjva.e-kei.pl/?https:/apps.rackspace.com/wmidentity/account/login?returnurl=/wmidentity/connect/authorize/callback?response_mode=form_post,1
https://q-r.to/bfPT6O,1
https://docs.google.com/presentation/d/e/2PACX-1vT2NnHF96EXPTd5EhopBhQvSaFk2djtCXx8YTOFbudtnYqSBovo7pkk0r3g3K3RWQxcdnIPBZHldMQV/pub?start=false&amp;loop=false&amp;delayms=3000&amp;pli=1&amp;slide=id.p,1
https://docs.google.com/presentation/d/e/2PACX-1vQoXPrlmnp537ar3ZhPajyZRWoDovHBgUVWzbKEpihPl9ZbL5LtGzP9v5YXqY7eCrl3-3JHHXrweevm/pub?start=false&amp;loop=false&amp;delayms=3000&amp;slide=id.p,1
https://paytollbcw.vip/,1
https://t.co/WuA6JnP0bg,1
http://peakgames.net,0
https://en-us-exods.github.io/en-us/,1
https://qrco.de/bfTUdV,1
https://kuccinlogyn.webflow.io/,1
https://uspspia.top/,1
https://ipfs.best-practice.se/ipfs/bafybeide7wd73e7bn26m7l6xpinh54q5si4pgzjyedohnrfbscchaqolnq,1
https://other-109581.weeblysite.com/,1
https://allegrolokalnie.pl-12343124.shop/,1
https://docs.google.com/presentation/d/e/2PACX-1vSLy8kFd_dFuJSouh3dFtIrlhc0fh9jY_gykcMmaFyQNHOQnX90YO9V1jjDcX9RuEjabIi9XUDvW0j-/pub?start=false&amp;loop=false&amp;delayms=3000&amp;slide=id.p,1
https://reagan-webmail-100158.weeblysite.com/,1
http://wi.gov,0
https://tinyurl.com/2hvjhyhh,1
http://mgeko.cc,0
https://pichinchavalida3.webcindario.com/validacion/mailvalidation.html,1
http://pisofiph.com,0
https://allegrolokalnie.pl-ogloszenie-79283.sbs,1
http://www.gov.br,0
https://phantom-wallettx.webflow.io,1
https://l.ead.me/bfMxFm,1
https://ezdrivema.com-youshw.top/,1
https://home-100263.weeblysite.com/,1
https://txtag.com-whqf.xin/,1
http://merchant-center-analytics.goog,0
https://tinyurl.com/f6wxdv38,1
https://docs.google.com/presentation/d/e/2PACX-1vQm-_lRmbx5QavfTNI__KreAm1Jlom2CZjTTgVCPisrjGTRvNshBfgSRPvG58tTZVSKRVxiFg5TcYPQ/pub?start=false&amp;loop=false&amp;delayms=3000,1
https://verification-center-10003259611.bviy6icp.click/,1
https://actubnpffrteois.web.app/,1
https://safemoon-17aca.firebaseapp.com/,1
https://bit.ly/3UJfniz,1
http://kinopoisk.ru,0
http://hollywoodreporter.com,0
https://ezdrivema.com-hterhve.top/,1
https://rp.mockplus.com/run/aw_JvqwPCy/gJQLhItEsS/GdDCZIqf-s?cps=hide,1
https://27933225-1369494.renderforestsites.com/,1
https://qrco.de/bfcuQv,1
https://pub-682ad3b65d944376b919745aae3c56d4.r2.dev/document14.html,1
https://docs.google.com/presentation/d/e/2PACX-1vRPl3qeXO2SoQteqVQcJwdbOjDIniEBRU5SNRUsP4FztxDjJY9Rq2HTd_hrnof9ddUDkGpWVGqEyb02/pub?start=false&amp;loop=false&amp;delayms=3000,1
https://metahelps-centers.pages.dev/,1
https://logons--ledgar---sso.webflow.io/,1
http://ex.co,0
https://attttsgtuisd.weebly.com/,1
https://rwmvocale.wixsite.com/smsacceil,1
https://webmaillativiaupgrade.weebly.com/,1
http://xsph.ru,0
https://rockycollado4403.myportfolio.com/,1
https://new.express.adobe.com/webpage/1anOhymi7Jl3X,1
https://werner.wiessmann@t-online.de/,1
https://vvejuf.weebly.com/,1
https://docs.google.com/drawings/d/1jgBuzKFWM0GSP3U81a6QD8J2hO4IswcJf6ivvBe3shA/edit,1
https://new.express.adobe.com/webpage/MbioZvhPkKWFO,1
https://l.ead.me/bfHdof,1
https://l.ead.me/bfSRjYKg92JAUGJagnOJJ,1
https://q-r.to/455dc2dc79ec08de06d7372b708f8c75,1
https://ezdrive.com-qrkb.xin/,1
http://wbbasket.ru,0
http://hqt0w.com,0
https://me2.kr/H8PsL#1,1
https://attloginwebaccess.weebly.com/,1
https://bit.ly/3AY3dvv,1
https://kredikartsparkass234.firebaseapp.com/,1
https://docs.google.com/drawings/d/1brKqB0AhmhkE7pjzJyrtJvbb8ETPtR8bt-d_0_jXJtI/edit,1
https://pub-34ef152cd54645d6bfb59e199b493be6.r2.dev/index.html,1
http://midasplayer.net,0
https://docs.google.com/presentation/d/e/2PACX-1vQFN7EazbN1GeY_0iLpwad80fUY75x-9xipvJDh8hc1l0L0Hkug3VZOIxhQWfmk6sdYSjuhOS-WCi-5/pub?start=false&amp;loop=false&amp;delayms=3000,1
https://shaw-105837.weeblysite.com/,1
https://www.dropbox.com/scl/fi/oy34u7nxilsnnw1adtg1u/Securely-sign-in-with-your-email-address-to-keep-you-updated..paper?rlkey=rusnwd60o81uugcdqn8v58k09&dl=0,1
https://shaw-104166.weeblysite.com/,1
https://taplink.cc/attjjjerrrr,1
https://arrowhead.ink/login.php,1
https://myfntiumzwalletz.webflow.io/,1
https://share.hsforms.com/1dWQGaU1mScKL-dWGZoj79wt7a55,1
http://buymeacoffee.com,0
https://lucios12.github.io/amour/index.html,1
https://ozo.pages.dev/,1
https://docs-support-leedgr-cdn.webflow.io/,1
https://docs.google.com/presentation/d/e/2PACX-1vR2ZVt37Gh7eE4GHTD-63uCpFw6ve2zNpGQzQjPlCWyEC-Iblno5qdCjV97u5h_dwuhz5gP-YPua9nm/pub?start=false&amp;loop=false&amp;delayms=3000,1
https://genevievebarker0128924.activehosted.com/f/1,1
https://pub-7c1217086cad471a8c5ba4722ebf7501.r2.dev/webmail.html,1
https://multi-chainsolution.firebaseapp.com/,1
https://w1oca2c66.urest.org/,1
https://0-1-x.28415154.xyz/rde3we8v/FxxT6o/7,1
https://distrib-prbs.com/,1
http://t13.io,0
https://q-r.to/bfJXmj,1
https://g81ykq.webwave.dev/,1
https://krakekenloguon.webflow.io/,1
https://allegrolokalnie.polecany-sprzedawca.shop/,1
http://imagevenue.com,0
https://docs.google.com/presentation/d/e/2PACX-1vSscq0TO5KvPNeOFnlObgxHVoadbzW6oxXwPIbgBeCQfv2ihkeTOFlvIW4myw5PMiT_1QuvABGL6YJE/pub?start=false&loop=false&delayms=3000,1
https://radheshyamrsm5.blogspot.com/,1
http://storeland.ru,0
https://amangroup.co/gy/linkedin_/,1
https://tinyurl.com/26v6kkyo,1
https://pay.safe-digitalbr.com/a9ArZM19D1xZ7xj,1
https://uusjirkjyg.top/,1
https://zpr.io/JvaG8hrKnPWU,1
https://suiite-trexuuerio.webflow.io/,1
https://romaonlieneaccessonline.weebly.com/,1
https://txtag.com-vnfsi.xin/,1
https://talktalkniwah009989.weebly.com/,1
http://instructure.com,0
https://docs.google.com/presentation/d/e/2PACX-1vQj8lZhXkA2MgLiHIN0dHpIqy-5UCc63dzNbCOx954m-1P8ILBsqmWiCmnWJf8YeOycv8FXlQc7GK5S/pub?start=false&amp;loop=false&amp;delayms=3000&amp;slide=id.p,1
https://q-r.to/bfJnHU,1
https://bafkreig2ibp25z2zzyq2lqzl5lvpr5fdbpwn2zqyxkobbckhpn44g6nwi4.ipfs.dweb.link/,1
https://ow0493040343.web.app/,1
https://ezdrivas-com.top/,1
https://t.co/nvYtQhvL8A,1
https://xotob57855.wixsite.com/my-site,1
http://decolar.com,0
https://mobilefreem1.weebly.com/,1
https://desafio.org/cm-gtm-test/cmd398/html/login.php,1
https://docs.google.com/presentation/d/e/2PACX-1vQaNfVBW6qigfI2LfYa2aY9gu4l3kgOaXT7L50S42z6uF2Y8VxVTDM4lAPoRK58GSjyNRRrRtAstnUo/pub?start=false&amp;loop=false&amp;delayms=3000,1
https://docs.google.com/presentation/d/e/2PACX-1vQaOEPJTLOrH-daNUkDSA7taGlkLBiEb056ZKN8XQ-Og3H9duGKyNRTBLhwKSyv1JG_od4rFCYcuKib/pub?start=true&amp;loop=true&amp;delayms=60000,1
https://myattaccount.weebly.com/,1
https://docs.google.com/presentation/d/e/2PACX-1vQ3jaJBtZmgCoWMW0HHMnszHQ5BbNxW6Vt6n9x80qadJX6W4iQl0ijh4LEoM7dmveUHss3seWJtSQ86/pub?start=false&loop=false&delayms=3000&slide=id.p,1
https://pub-257c4953131541f28361b9046cd3ab16.r2.dev/index.html,1
https://ezdrivema.com-xiiiht.vip/,1
https://usps.com-tracking-helpszj.cc/,1
http://43.130.2.171/v3/signin/identifier?dsh=S-1945765854:1680051892551832&amp;followup=https://accounts.google.com&amp;ifkv=AQMjQ7T3HqnLdoM9JeO4EybLYziEAx1cw3_3DE262vOJMYTEq5QbM55Rzi8zTwSB8gwjq96k4bcK&amp;passive=1209600&amp;continue=https://accounts.google.com/&amp;flowName=GlifWebSignIn&amp;flowEntry=ServiceLogin&amp;ifkv=AQMjQ7Q8D_xxxFSfluFU-wXfoNq9CgaWbyBxr2MfvLF-e5orssQBtAuaAEFHvs-JegoJwF7nM4S6Rg,1
https://colis-livraison-mondial-relay.com/index.php,1
https://docs.google.com/presentation/d/1tKuzRiivF1yATkYuzN4c24m7uMV4DH15uPf1l65Od14,1
https://plmn89-55673.web.app/,1
http://dashlane.com,0
https://thetollroads-paytollkyy.world/,1
https://artemius-lab.ru/indexx.html,1
https://oricaservccad.shop/Orico,1
http://drivemusic.me,0
https://www.dropbox.com/scl/fi/cnsz0c10rh7ykm5j2za3q/Sign-in-to-update-your-account-below_.papert?dl=0&rlkey=op0390du2flub0gmoeim1yr57,1
https://facebok-account.start.page/,1
http://threebit.net,0
https://ttrezoir-llogin.webflow.io/,1
https://q-r.to/bfKvAa,1
http://bzsn.ru,0
https://att-support-100006.weeblysite.com/,1
https://att-inc-104756.weeblysite.com/,1
https://katarise.com/wp-includes/blocks/cpanel/snrweb.html,1
https://com-xiiot.vip/,1
http://rusprofile.ru,0
https://ipfs.io/ipfs/bafkreibx7edf3du7jrbplzyztpyhlowz5fbrx6kczzfkjarumhlfszuudm,1
http://phe18.vip,0
https://bit.ly/4fOuAIf,1
https://weblogaccess-secureyouraccount-secureyo.webflow.io/,1
https://docs.google.com/presentation/d/e/2PACX-1vQNvKcpePi--LovUDtZCgX0OrsoIWEY4gDd3hmzrxhloRGrOY2XhMxJeUv0tpnfrNBFej7TPNP0ykpE/pub?start=false&amp;loop=false&amp;delayms=3000,1
https://sites.google.com/view/artemiscortinasepersianas,1
https://docs.google.com/presentation/d/e/2PACX-1vSNRkKZebK6MvlOz1ENdLu_3Err-05_k5aXpVLHTwXOQzGZkU42AsKI4j-3BMZJSoGG63MmcWGFFIy0/pub?start=false&amp;loop=false&amp;delayms=3000,1
http://nodzway.com,0
https://paytollybcd.vip/,1
https://pub-9b61a65d85e54d68ba708193426a7af4.r2.dev/verify.html,1
https://posta-0742.top/,1
https://jhldsrconfig.weebly.com/,1
https://quip.com/C5A1AfotRJ9t/Securely-sign-in-to-verify-your-email-account,1
https://uszi.pzmowclu.top/162bdf/AAPA?d/JAAmqAHomG4kTAqsqES_?oMA64N1ZIguv4/ABiKA7fIE4ASxAq9d61jrA/AathIDA9bRB_sO,1
https://ezdrivema.com-thyhes.vip/,1
https://support-trezuorlogin.webflow.io/,1
https://dfgjhklhlfghjnk.weebly.com/,1
https://docs.google.com/presentation/d/1X1IxdO72pknaHauwJr2KDuhBQ56t5L1zip0vfHcfQok,1
https://pub-3a403cea1772457cb2a132754bdca5bb.r2.dev/74f8g78df7fsvgfd58.html,1
